#1
double Wc_NcPR(12,21)   # Wc=f(Nc, PR)
0	1.66498102	1.84048384	2.01598667	2.1914895	2.36699232	2.54249515	2.71799798	2.8935008	3.06900363	3.24450646	3.42000928	3.59551211	3.77101494	3.94651777	4.12202059	4.29752342	4.47302625	4.64852907	4.8240319	4.99953473
0.600000024	5.06982671	5.26175367	5.40308856	5.49615002	5.54361018	5.56691688	5.57596928	5.57937937	5.57944955	5.57900196	5.57900447	5.57900447	5.57900447	5.57900447	5.57900447	5.57900447	5.57900447	5.57900447	5.57900447	5.57900447
0.649999976	5.06770812	5.24481818	5.38291276	5.47617268	5.53037396	5.55548025	5.56649524	5.57127645	5.57222152	5.57203232	5.5720293	5.57202944	5.57202944	5.57202944	5.57202944	5.57202944	5.57202944	5.57202944	5.57202944	5.57202944
0.699999988	5.06589369	5.23083328	5.36734987	5.46162537	5.51778843	5.54703318	5.55824443	5.5634907	5.5649311	5.56504784	5.5650544	5.5650544	5.5650544	5.5650544	5.5650544	5.5650544	5.5650544	5.5650544	5.5650544	5.5650544
0.75	5.06428695	5.21493212	5.34920928	5.44434937	5.50245416	5.5339465	5.54939121	5.55596556	5.55785443	5.55807042	5.55807936	5.55807936	5.55807936	5.55807936	5.55807936	5.55807936	5.55807936	5.55807936	5.55807936	5.55807936
0.800000012	5.06286768	5.20002597	5.33468834	5.43179717	5.49138215	5.52379042	5.54103993	5.54874607	5.55100887	5.55110474	5.55110474	5.55110474	5.55110474	5.55110474	5.55110474	5.55110474	5.55110474	5.55110474	5.55110474	5.55110474
0.850000024	5.06148843	5.18175821	5.31566499	5.41472025	5.47603502	5.51102838	5.53103889	5.54027672	5.54344717	5.54408577	5.5441297	5.5441297	5.5441297	5.5441297	5.5441297	5.5441297	5.5441297	5.5441297	5.5441297	5.5441297
0.899999976	5.06000049	5.16547631	5.29742106	5.4003109	5.46404675	5.50048826	5.52292999	5.53317249	5.53635834	5.53715509	5.53715509	5.53715509	5.53715509	5.53715509	5.53715509	5.53715509	5.53715509	5.53715509	5.53715509	5.53715509
0.949999988	5.06387916	5.15583473	5.28300436	5.37977976	5.44344266	5.48437147	5.50820579	5.52001667	5.52439483	5.52563959	5.52574151	5.52574151	5.52574151	5.52574151	5.52574151	5.52574151	5.52577246	5.52577028	5.52574593	5.52574151
1	5.06794024	5.14734477	5.27128192	5.36342135	5.42544077	5.46884071	5.49362938	5.50740858	5.51286096	5.51432834	5.51432834	5.51432834	5.51432834	5.51432834	5.51432834	5.51432834	5.51437657	5.51440732	5.51432834	5.51432834
1.04999995	5.08691444	5.14970615	5.26507702	5.35251964	5.41279848	5.45420186	5.47934348	5.49356489	5.5001554	5.50261643	5.50317475	5.5032318	5.50348102	5.50354846	5.5035492	5.50355033	5.50356982	5.50359139	5.5035492	5.5035492
1.10000002	5.10493444	5.15314368	5.26163287	5.34449139	5.40203482	5.44174489	5.46642045	5.48081853	5.48807769	5.49114241	5.49205789	5.49213948	5.49262777	5.49277005	5.49277005	5.49277005	5.49277005	5.49277005	5.49277005	5.49277005

double eff_NcPR(12,21)   # eff=f(Nc, PR)
0	1.66498102	1.84048384	2.01598667	2.1914895	2.36699232	2.54249515	2.71799798	2.8935008	3.06900363	3.24450646	3.42000928	3.59551211	3.77101494	3.94651777	4.12202059	4.29752342	4.47302625	4.64852907	4.8240319	4.99953473
0.600000024	0.731394572	0.731654301	0.729784076	0.726114656	0.721136032	0.715648137	0.709860646	0.703576628	0.696514038	0.688292829	0.678315425	0.66682155	0.654011806	0.64006475	0.625272362	0.621546917	0.621546917	0.621546917	0.621546917	0.621546917
0.649999976	0.759011111	0.759367019	0.758130787	0.755377772	0.751456654	0.746697182	0.741416384	0.735576544	0.728885044	0.720967484	0.711637524	0.700757624	0.688191945	0.674367378	0.65964376	0.64442869	0.64442869	0.64442869	0.64442869	0.64442869
0.699999988	0.781684991	0.782780541	0.782544862	0.780895813	0.778040689	0.774221943	0.769523612	0.764105168	0.757872034	0.750635563	0.742053325	0.731840983	0.719962893	0.706392771	0.691235531	0.674567751	0.663048455	0.663048455	0.663048455	0.663048455
0.75	0.799027841	0.800523005	0.801218846	0.800754586	0.799150242	0.796503698	0.792916067	0.7883796	0.782857336	0.776275162	0.768439419	0.75912407	0.748116222	0.735076027	0.720190573	0.703789728	0.686475216	0.681558445	0.681558445	0.681558445
0.800000012	0.808439953	0.81085272	0.813406733	0.815205217	0.815902442	0.815256191	0.813177212	0.809709806	0.804975681	0.799043407	0.791935754	0.78358371	0.773690177	0.761843477	0.747640326	0.730901944	0.711980116	0.695402011	0.695402011	0.695402011
0.850000024	0.819083098	0.821360771	0.824238392	0.826575242	0.828004481	0.828340597	0.827488462	0.825414938	0.822106709	0.817532673	0.811615536	0.804218023	0.795044863	0.783893422	0.770671447	0.755395081	0.738398076	0.72052823	0.714268285	0.714268285
0.899999976	0.825470596	0.827933739	0.831228918	0.834101603	0.836336111	0.837773412	0.838319366	0.837830235	0.836137013	0.833053317	0.82839405	0.822000484	0.813767925	0.803672577	0.791794081	0.778329246	0.763556143	0.747966199	0.735345277	0.735345277
0.949999988	0.827797729	0.831457133	0.836903967	0.841677351	0.84548662	0.848245004	0.84991825	0.850439081	0.849755634	0.847709757	0.844105224	0.838745963	0.831481728	0.822253114	0.811127879	0.798320101	0.784184326	0.769176421	0.753772974	0.750949265
1	0.829586072	0.833670582	0.840486533	0.846511232	0.851497076	0.8553969	0.85822443	0.859967157	0.860543789	0.859788064	0.857422752	0.853273898	0.847154641	0.838968147	0.828749232	0.816688139	0.803129154	0.788534963	0.773408646	0.765576385
1.04999995	0.830972422	0.834785896	0.842192544	0.848734178	0.854115426	0.858285122	0.861287084	0.863164133	0.863906955	0.863438661	0.861626568	0.858312896	0.853355068	0.846667433	0.838216776	0.828148849	0.816709497	0.804174952	0.79078349	0.779790196
1.10000002	0.832258737	0.835462788	0.842876278	0.849194319	0.854290132	0.858228685	0.861124753	0.863055361	0.864017629	0.863922728	0.86261627	0.85991665	0.855661246	0.849751763	0.842189417	0.83309027	0.822671753	0.811201618	0.798898643	0.785777725
