#1
double Wc_NcPR(12,21)   # Wc=f(Nc, PR)
0	3.11584869	3.67426678	4.23268486	4.79110295	5.34952103	5.90793912	6.4663572	7.02477529	7.58319337	8.14161146	8.70002954	9.25844763	9.81686571	10.3752838	10.9337019	11.49212	12.0505381	12.6089561	13.1673742	13.7257923
0.600000024	1.50105898	1.55788414	1.59973014	1.6272835	1.64133536	1.64823594	1.65091615	1.6519258	1.65194657	1.65181405	1.6518148	1.6518148	1.6518148	1.6518148	1.6518148	1.6518148	1.6518148	1.6518148	1.6518148	1.6518148
0.649999976	1.50043172	1.55286993	1.59375655	1.62136867	1.63741642	1.64484981	1.6481111	1.64952671	1.64980652	1.6497505	1.64974961	1.64974965	1.64974965	1.64974965	1.64974965	1.64974965	1.64974965	1.64974965	1.64974965	1.64974965
0.699999988	1.49989451	1.54872932	1.58914874	1.61706154	1.63369013	1.64234883	1.64566823	1.64722152	1.64764799	1.64768256	1.6476845	1.6476845	1.6476845	1.6476845	1.6476845	1.6476845	1.6476845	1.6476845	1.6476845	1.6476845
0.75	1.49941879	1.54402135	1.58377773	1.61194652	1.62915001	1.63847417	1.64304699	1.64499351	1.64555276	1.64561671	1.64561935	1.64561935	1.64561935	1.64561935	1.64561935	1.64561935	1.64561935	1.64561935	1.64561935	1.64561935
0.800000012	1.49899857	1.53960799	1.57947841	1.6082301	1.62587184	1.63546719	1.64057437	1.64285598	1.64352594	1.64355433	1.64355433	1.64355433	1.64355433	1.64355433	1.64355433	1.64355433	1.64355433	1.64355433	1.64355433	1.64355433
0.850000024	1.49859021	1.53419932	1.57384604	1.60317402	1.62132791	1.63168864	1.63761329	1.6403484	1.6412871	1.64147617	1.64148918	1.64148918	1.64148918	1.64148918	1.64148918	1.64148918	1.64148918	1.64148918	1.64148918	1.64148918
0.899999976	1.49814966	1.52937863	1.56844443	1.59890774	1.61777846	1.62856795	1.63521243	1.638245	1.63918826	1.63942416	1.63942416	1.63942416	1.63942416	1.63942416	1.63942416	1.63942416	1.63942416	1.63942416	1.63942416	1.63942416
0.949999988	1.49929805	1.52652398	1.56417598	1.59282894	1.61167806	1.62379614	1.63085294	1.63434986	1.63564614	1.63601468	1.63604486	1.63604486	1.63604486	1.63604486	1.63604486	1.63604486	1.63605402	1.63605338	1.63604617	1.63604486
1	1.50050044	1.52401029	1.56070523	1.5879856	1.60634812	1.61919784	1.6265372	1.6306169	1.63223122	1.63266568	1.63266568	1.63266568	1.63266568	1.63266568	1.63266568	1.63266568	1.63267996	1.63268906	1.63266568	1.63266568
1.04999995	1.50611826	1.52470944	1.5588681	1.58475785	1.60260503	1.61486362	1.62230747	1.6265181	1.6284694	1.62919805	1.62936336	1.62938025	1.62945404	1.62947401	1.62947423	1.62947456	1.62948033	1.62948672	1.62947423	1.62947423
1.10000002	1.51145357	1.52572722	1.55784837	1.58238087	1.59941815	1.61117539	1.61848126	1.6227442	1.62489347	1.62580086	1.62607192	1.62609607	1.62624064	1.62628277	1.62628277	1.62628277	1.62628277	1.62628277	1.62628277	1.62628277

double eff_NcPR(12,21)   # eff=f(Nc, PR)
