#1
double Wc_NcRline(11,21)   # Wc=f(Nc, Rline)
0	0	0.05263	0.10526	0.15789	0.21053	0.26316	0.31579	0.36842	0.42105	0.47368	0.52632	0.57895	0.63158	0.68421	0.73684	0.78947	0.84211	0.89474	0.94737	1
0.5	0.618613585	0.635215265	0.645460062	0.652431821	0.65754949	0.661390107	0.663669881	0.665088828	0.665940197	0.66612939	0.665476674	0.663811776	0.660595496	0.656414333	0.650341239	0.64417355	0.63748558	0.630948964	0.624696138	0.618717641
0.6	0.634297679	0.653737253	0.672230862	0.686212219	0.697355683	0.703996355	0.707789673	0.709445111	0.70920862	0.708262655	0.705651793	0.701621983	0.697119192	0.691197453	0.68432029	0.676497162	0.668201052	0.659658991	0.649830419	0.64095727
0.7	0.684443265	0.707108578	0.724239998	0.737521342	0.748352637	0.75549467	0.758616354	0.760413686	0.76004476	0.757481196	0.754066264	0.749062111	0.742970098	0.735402381	0.727219787	0.718734484	0.708347792	0.697232707	0.686164921	0.676970144
0.75	0.717854737	0.735336164	0.750036454	0.760706936	0.769712519	0.775880209	0.779437036	0.781328965	0.781811407	0.780855983	0.778964053	0.7761167	0.771850399	0.76568271	0.757859582	0.748617507	0.737947026	0.727276545	0.715423608	0.70357067
0.8	0.752618938	0.76594758	0.776703198	0.784535785	0.790268331	0.795017074	0.798573901	0.800872595	0.802395598	0.802717226	0.802168566	0.800655023	0.797599557	0.792122422	0.783968206	0.774413963	0.7632705	0.75069863	0.737899728	0.725810299
0.85	0.773865304	0.781168151	0.787146648	0.792784597	0.798261732	0.802499654	0.806680818	0.810209266	0.812536339	0.813529602	0.813652577	0.813028241	0.811041715	0.808383554	0.804401043	0.79966176	0.792954871	0.783296571	0.770715242	0.756885238
0.9	0.775473444	0.785008767	0.793399474	0.799500946	0.804353745	0.808743021	0.812602556	0.815591805	0.817729685	0.819328365	0.819858105	0.819290527	0.818155369	0.816443173	0.813501223	0.810284943	0.805441604	0.798904988	0.791791334	0.782672235
0.95	0.77263555	0.782445203	0.790410226	0.79752388	0.803237506	0.808478151	0.812602556	0.815733699	0.818297264	0.819574316	0.82	0.819716211	0.818581053	0.816726962	0.814456647	0.811609294	0.808194361	0.804779429	0.799945549	0.796246828
1	0.756440635	0.769050344	0.779635688	0.788631812	0.795783305	0.802291542	0.80689839	0.809849799	0.812252549	0.813293111	0.813955286	0.813955286	0.813671496	0.812697153	0.811372802	0.809216003	0.807220018	0.804401043	0.800919893	0.796161691
1.05	0.733945595	0.740841678	0.748475613	0.754775737	0.761747497	0.767725993	0.772966637	0.778103226	0.782378986	0.786049329	0.789596696	0.79269	0.795433298	0.797580638	0.79939689	0.800872595	0.801156384	0.800153662	0.797173873	0.790041299
